,relation,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128
10,X11,0.2269910907413289,-0.2020409433563136,-0.2754960452573323,-0.0567291961746358,0.1183257085217679,-0.1101441896142504,0.1010542758870704,-0.1151927241600774,0.1146396810728128,-0.1407930300961545,-0.1162197413239407,-0.0535953688013005,0.0381386100375277,0.118876569465895,0.1609607733994211,-0.1397092788313532,-0.0356259986292948,0.0861003107877772,-0.0608521365026915,0.0235662122457786,-8.751550100944994e-05,0.0130238740437733,0.0267164861605627,-0.0175696776218859,0.0451723607607533,-0.000174242142464,0.0076719596079299,-0.0960474061591235,0.0480800628929933,-0.0623995238687631,0.2657020705689645,0.0692587013768175,0.1929919279776742,0.0672052432343432,0.0947733924423437,0.106284315459019,-0.0138175636120598,-0.0485874777631527,-0.0722110487011258,0.0723574790850633,-0.0393480995037432,-0.0495510321502817,0.0140997546704348,-0.0373915236823567,0.0680132815089021,0.0384613988792077,0.1039136898410542,0.1534123025326531,-0.0301033553890273,0.0838166396589877,0.0080426696123809,-0.0265705937400153,0.0054512782210823,-0.0907685248802151,-0.0102487823181331,0.070301432156156,-0.0712880203020856,0.0576220080989743,-0.0708864766360833,0.0807836671044882,-0.0565012646436611,0.026318856052322,-0.0550817419582454,0.0411639420718839,-0.0364270252919043,-0.1039225562653318,0.0261699358280422,-0.0130236051951953,0.0125606301764817,-0.0308597956234989,0.0735736958993966,-0.004557776104634,-0.0018673740387146,0.029361283670622,-0.0564884741802493,0.033599984764352,0.1010537669591047,-0.1295801411707828,0.0204538686045733,-0.0063206949257697,0.0215796226722879,0.0062575941400318,0.012255769339852,-0.0737833924564923,0.0602212088805748,0.0898986779649769,0.0458627906233195,-0.1169060681942575,0.0234219977490066,-0.0439435936268464,-0.1542954393674198,0.0865799797565611,-0.0598160345497982,-0.1074451578859872,0.0025549507459967,-0.0413352102672779,-0.1372837206948627,0.0461343549301259,-0.1655378937711523,-0.0219184836790219,-0.0324668882445328,-0.0392336853426589,-0.0973183545858654,0.0283612255796189,-0.0418971048343826,-0.0523256645170005,-0.0933024489107745,0.1342446615969623,0.0032180224642225,0.0765671927617248,-0.0612937917468594,0.0047285061121665,0.0408478238574564,0.185781600321448,0.0621207877185249,-0.010689243141154,-0.0463287319969494,-0.0343141420951836,0.0719876513351569,0.1313351545288363,0.0221146311877126,0.0499573995744235,0.1588962990795937,0.0025433651896698,1.2156714774099917,0.02987557906177,0.037930934616701,-0.047406930365557
11,X12,0.2267318375294143,-0.2019005759545673,-0.2755512599059142,-0.056590405899808,0.1182981869849964,-0.1097991213513982,0.1013504348542376,-0.1151391019596596,0.1146015127761935,-0.1409072982776783,0.1376549566745048,-0.0535884150682967,-0.924621352153352,0.1220539518314536,0.1609494201015859,-0.1396984786132302,-0.0359566728479997,0.086399835988958,-0.0607342207122007,0.0235385902333322,-9.340179584624768e-05,0.0130101504119039,0.0266487540914316,-0.0175461924903802,0.0451974302479543,-0.000158225124743,0.0076621766755652,-0.0960621233772509,0.0480874344069627,-0.0624265619774158,0.2657696872391815,0.0693067112222206,0.1930303061669623,0.0671986301230122,0.0947949162965716,0.1062855566690261,-0.0137930851218339,-0.0485179906850249,-0.0721994008159774,0.0723538407242924,-0.039358442659036,-0.0495513353442461,0.0141141991734226,-0.0374220326837186,0.0680140088571581,0.0384586582699177,0.1038766943343402,0.1533619612106546,-0.0300800866965952,0.0838027979472787,0.0080412697133926,-0.0265411851775079,0.0055740127605219,-0.0907819001565574,-0.0102074044939439,0.0703389849302856,-0.0712575847475122,0.0576148570576706,-0.0708703778896845,0.0808870968379531,-0.0564919906125012,0.0263223779305229,-0.0550817005911405,0.0410382435708528,-0.0364950955958616,-0.1039297764152923,0.0262872048999005,-0.0129986381654663,0.0124744561356767,-0.0308815238427109,0.0735728874957315,-0.0045466425029897,-0.0018721682579245,0.0293931567380831,-0.0564919013961357,0.033602740760551,0.1010551677146919,-0.1296292249838261,0.0204461761223293,-0.0063581393637142,0.0215580381143614,0.0062690131891168,0.0122678205545083,-0.0738016332419671,0.0602110142494452,0.08989275642434,0.0458543158285832,-0.1169092133403867,0.023396039431739,-0.0439441391755233,-0.1543018409612488,0.0865748999629814,-0.0597711417360446,-0.1074413822626795,0.0025502253503431,-0.0413347505526099,-0.137275239170434,0.0461433553089796,-0.1655580090571663,-0.0219263035706339,-0.032427364388186,-0.0392450191798546,-0.0973240736561612,0.0283802193935537,-0.0419275844036575,-0.052342140399024,-0.0933229323236934,0.1342517214912876,0.0032234304235286,0.0765648728667277,-0.061289165346786,0.0047323866296543,0.0408405470564834,0.1858068945992614,0.0620697890823862,-0.0106995138767907,-0.0461954249289158,-0.0342633517734701,0.0719262835931564,0.1312650128996196,0.0221264057415002,0.0500379581342734,0.1591131048998704,0.0099669615910244,0.2174374558623085,0.029890468767882,0.0379906628497559,-0.0601833862621931
12,X13,0.2268034320839227,-0.2018731351375608,-0.2755915284866769,-0.0567402184274535,0.1183911587469819,-0.1099167030130226,0.1009996708887333,-0.1153327060054072,0.114341307872,-0.1410300425493577,-0.116507749239851,-0.053850162796927,0.1464960633459468,1.1113925387230268,0.1607330280532418,-0.1397577473096177,-0.0356158435722186,0.086096076857802,-0.0608463641689356,0.0235857906071084,-9.967735642035397e-05,0.0130106171969562,0.026670869302925,-0.0175351053664517,0.0451713043155547,-0.0001562846233771,0.0076816401023151,-0.0960278540434333,0.0480807843946065,-0.0623882765053211,0.2655619182534668,0.0693085781731416,0.1929343773603963,0.0672135762755894,0.0948118443517537,0.1062696501530061,-0.0138158293775667,-0.0485684768630722,-0.0722070455157216,0.0723517501967644,-0.0393491690377106,-0.0495395319891191,0.0141083571545828,-0.0374103603383476,0.0680071155765952,0.038461147608758,0.103885208171022,0.153428480004797,-0.0301051687592477,0.0837975906853259,0.0080253159000272,-0.0266608242274859,0.0055542329234855,-0.0907765200930646,-0.0102336464889299,0.0703851419349802,-0.0713150396268644,0.0576085026050113,-0.0708856098961989,0.0808148506650296,-0.056456879989203,0.0263157777477303,-0.0550767036000812,0.0412194675118627,-0.0365607512806654,-0.1038266939720254,0.0261842163694663,-0.0130405334554342,0.012488898099189,-0.030873616914584,0.073570615354736,-0.0045275985348524,-0.0018896245641066,0.0293607407868315,-0.0564880676007223,0.0335974835711625,0.1010980795401848,-0.1295669436620316,0.0204809980363452,-0.0063574457664614,0.0215624453335568,0.0062684456520628,0.0122509358902523,-0.0737784971110108,0.060221854938144,0.0898829074146906,0.0458450098194059,-0.1168982961646839,0.0233960913261675,-0.0439377539700604,-0.1542912867183427,0.0865759432080181,-0.0597876362390684,-0.107428492617436,0.002555455427138,-0.0413478421243576,-0.1373073922518639,0.0461485257157514,-0.1655211133331508,-0.0219208259478764,-0.0324496940003785,-0.0392311635956203,-0.0973123066331639,0.0283670241500824,-0.0419155896924968,-0.0523196944637589,-0.0933029059723653,0.1342224692581132,0.003232412771188,0.0765571161841285,-0.0612845398797166,0.0047257202290293,0.0408209395913622,0.1857532239451045,0.0621031712396058,-0.0106981761940714,-0.0461979162761028,-0.0343240203529938,0.0718974497716802,0.1313582050323408,0.0221538819868319,0.0500656682615505,0.1590872638815544,0.0099629630661289,0.2175441397546634,0.0297982975831216,0.0379248815544744,-0.0601592000103508
13,X14,0.2271370735596226,-0.201885851100279,-0.275569885649239,-0.0567752912612552,0.1183078443164031,-0.1101149575169464,0.1009850787685865,-0.1151072611312592,0.1146186238648071,-0.1410023558156665,-0.1163171154161793,-0.0536607139486005,0.0377794227552838,0.118897393929491,0.1608943478033932,-0.1397086546095093,-0.0356412614451114,0.0861022456337542,-0.0608541381574208,0.0235498336284106,-0.000102692207943,0.0130169048823638,0.0267128399006641,-0.0175625073740703,0.0451642801406451,-0.0001672027309524,0.0076759207835659,-0.0960653802631193,0.048072256164164,-0.062379599367997,0.2656933487168065,0.0692903128501077,0.192997348404105,0.0672289923270807,0.0948037237293032,0.1062851403353176,-0.0138655004380863,-0.0485693752743739,-0.0722158814358389,0.0723599873842426,-0.0393519988798172,-0.0495550836746589,0.0141075480375335,-0.0373882355505127,0.0680087483200356,0.0384726081473741,0.1038590506479166,0.1534478543185267,-0.0301069885639332,0.0838178679552412,0.008052884942752,-0.0265807231873832,0.0055777796610281,-0.0907711120710301,-0.0102051388604167,0.0703666324463022,-0.0713091155008749,0.057620031617983,-0.0708892918871094,0.0808210912651065,-0.0564634772766514,0.0263168410628029,-0.0550845534385084,0.0412143925400753,-0.0364157225872609,-0.1039217232956533,0.026174258487629,-0.0130477752314177,0.0125414843451538,-0.030880764275232,0.0735741771668912,-0.0044929075690425,-0.0018207358266105,0.0293364597132188,-0.0564953949832131,0.0336028375762265,0.1010751778020771,-0.1295819898649919,0.020477929507843,-0.0063410073928751,0.0215873120400701,0.0062708966131441,0.0122562511049852,-0.0738001694982255,0.060219512015992,0.0898968922527225,0.0458605183079699,-0.1169109600791687,0.0234111974114508,-0.0439446921499388,-0.1543022737280356,0.0865760347626928,-0.0598014860275417,-0.1074460603188282,0.0025498982266075,-0.0413414003592533,-0.1373087434997987,0.0461168752856977,-0.1654805602767421,-0.0219317125732834,-0.0324351927950671,-0.0392369303474164,-0.0973176958331601,0.0283720444990015,-0.0419220444273614,-0.0523201370264201,-0.0933175611394893,0.1342403481263468,0.0032227362862625,0.0765825642247272,-0.0612954425209613,0.0048626081367297,0.0409345117906103,0.1857823610108259,0.0620874677670689,-0.010690841556165,-0.0460983389618675,-0.0343107873169793,0.0719172126987581,0.1307972557473576,-0.9506858566429724,0.0500704675393429,0.1591128629446882,0.0099503087020612,0.4398467473855014,0.029883425659539,0.0379502871425652,-0.0601668909866004
14,X15,0.2268563956103987,-0.2016958904040144,-0.2755226966738887,-0.0566852953509675,0.1183050028148784,-0.1100895565434855,0.1010232076051676,-0.1151733559352394,0.1146543210505765,-0.1408282532188715,-0.116394621903272,-0.053539727931818,0.0381219832824646,0.1189184559167889,0.160908331401569,-0.1396794770227758,-0.0356350710135107,0.0861174974175123,-0.0608546534221523,0.0235673623696597,-0.0001019267725325,0.0129967834621994,0.0266727051740074,-0.0175731220950811,0.0452038705492269,-0.0001507138647416,0.0076642313357697,-0.0960602744775143,0.0481032920264066,-0.062424667339388,0.2657238323392388,0.0692628360306916,0.1930277266083023,0.0671925716686462,0.0948274521568609,0.1062863219745501,-0.0138641703448207,-0.0485961893338984,-0.0722307706847943,0.0723584177697079,-0.0393378098700002,-0.0495450171152208,0.0141056951463623,-0.0374280458070283,0.0680063641382583,0.0384638749553599,0.1038581411686359,0.1535360103615031,-0.0301279050586824,0.0838017015281176,0.0079775524730851,-0.0265390473293849,0.0055090940611251,-0.0907537729723794,-0.0102038904618174,0.0703423924383672,-0.0712448130868222,0.0576017969184333,-0.0708588473988269,0.0808230018805841,-0.0565638367900014,0.0263222682289828,-0.0550747140258474,0.0410576426869518,-0.0363826629629522,-0.1039549781043602,0.0261614320700164,-0.0130267550060693,0.0124866917418145,-0.0308707321494915,0.0735730494754572,-0.0045025128550026,-0.001758995297198,0.0293094181730637,-0.0564946288685795,0.0336037840310236,0.1010774604790095,-0.1295793446639432,0.0204399031472683,-0.0063509630007831,0.0215519813902586,0.0062506203804523,0.0122405693406133,-0.073781509063708,0.060222102006837,0.0898957957061877,0.0458545850150829,-0.116908266510601,0.0234149610319541,-0.0439399377376554,-0.1542966934082902,0.0865721179254064,-0.0598089442568326,-0.1074367016609204,0.0025463999187976,-0.0413333142333931,-0.1372987208110928,0.0461560663347751,-0.1655134679441688,-0.0218976968786108,-0.0324604380932004,-0.0392334150734785,-0.0973121311741523,0.0283684344406363,-0.0418855670586618,-0.0523335803516231,-0.0933136914114815,0.1342456890442802,0.0032348193251981,0.0765635117526752,-0.0612979715325677,0.0047230139050769,0.0411231733706264,0.186267802289524,0.2824565380126426,-0.0107004786469593,-0.0461961551025973,-1.0028145772752508,0.0755593548508615,0.1306521355608823,0.0224200387323236,0.0500527739548607,0.1593805598434211,0.0097118715546189,0.2175208081588946,0.0298894583633265,0.0380321310103278,-0.0602875972947824
15,X16,0.2268101403604563,-0.2018778133732589,-0.2754984213917751,-0.0566944454415263,0.1182937107099957,-0.1065347717040959,0.1010386649012392,-0.1151464383279897,0.1146722129270972,0.8554524594128565,-0.1164590153843431,-0.0398462569357357,0.0373625681060457,0.1188390902485054,0.1608535593401219,-0.1396796868767885,-0.0357390336620233,0.0861126172320102,-0.0608586092363064,0.0235918299408445,-0.0001167335651551,0.0130383447750201,0.026667600009276,-0.0175235278022198,0.0452103802891608,-0.0001583962568991,0.0076619167032166,-0.0960462442411723,0.0480780832205105,-0.062404423653915,0.265713910064539,0.0693068693008899,0.1929970419262066,0.0672268708892023,0.0947798664759057,0.1062807875121498,-0.0138631932028696,-0.0485632633266789,-0.0721936524370667,0.0723583853931781,-0.0393604558431923,-0.0495451035295381,0.0141112991800615,-0.0373931659333922,0.0680233085846609,0.0384650167581436,0.1038961324811478,0.1534605202939271,-0.0301596117132354,0.0838102031206655,0.0080607028704629,-0.0265175217266127,0.0055141680854776,-0.090779641614793,-0.0102729951116238,0.0703370917582428,-0.0712215825893323,0.0576015976014035,-0.0708722751488885,0.0808723655056596,-0.0564793585388045,0.0263143194529551,-0.0550841664051096,0.041187972836631,-0.0364185498288542,-0.103996292825008,0.0262888456624521,-0.0130111956597789,0.0125028829801949,-0.0309076957649409,0.0735746319060656,-0.0045278773213985,-0.0018170110773321,0.0293739670288251,-0.0564941210857055,0.0336029822807286,0.1010507735226249,-0.1296279737192871,0.0204325457028178,-0.0063070418052163,0.0215859691946314,0.0062536618978096,0.0122354189557466,-0.0737724868442919,0.0602163417224878,0.0898878348843355,0.045853760263953,-0.1169127525632621,0.0233920387790298,-0.043943023181213,-0.1543052585788818,0.0865723837211939,-0.0598065513650655,-0.1074545638747372,0.0025445546789127,-0.0413412979414362,-0.1372671264210071,0.0460903870247916,-0.1655120015413279,-0.0219242138700173,-0.0324211969374812,-0.0392320786973344,-0.0973233678774026,0.0283664816292447,-0.0419136467691106,-0.0523407511271645,-0.0933186573924349,0.134248420359921,0.0032077478893406,0.0765910068578334,-0.0613019569963394,0.0047349530952062,0.0408190996288722,0.1858030287092099,0.0620755442356533,-0.0106939064747012,-0.0461936895159748,-0.0342903458680958,0.0718609399697064,0.1313233482527411,0.022181425611078,0.0500502113017104,0.1591211101277845,0.0101481629828436,0.2174697040438813,0.0298732470060858,0.0379401513316827,-0.0601866152252318
16,X17,1.2172737486878062,-0.2019454966468325,-0.2273264912389524,-0.0584488038269308,0.1179771127586674,-0.1102069488777962,0.1010364473939596,-0.1152007774984028,0.1145561963249925,-0.1403858343125827,-0.115988780561779,-0.0535128463708215,0.0381174256892872,0.1188898570182556,0.1604924062667987,-0.1397279366167367,-0.0356324197013572,0.0860820315272368,-0.0608660802997683,0.0235726459382923,-0.000108861277481,0.0130266652837825,0.02663929253204,-0.0175340288656228,0.0451982251023752,-0.0001566550031427,0.0076712544079862,-0.0960460247819967,0.0480920888149047,-0.0623594620647273,0.2657781329577536,0.0692979400652817,0.1930589242414491,0.0671946199767131,0.0947847786029476,0.1062814209808142,-0.0141242140564379,-0.0485654022555608,-0.0721832458316265,0.072348659388068,-0.0393416593811461,-0.0495422345803473,0.0141024636773913,-0.0373999178232274,0.0680116485138199,0.0384642561370468,0.1039415350396828,0.1534016129364076,-0.0301344551515022,0.0838023309967648,0.008064507800326,-0.0264956204330648,0.0055018663075153,-0.0906495179417946,-0.0102079918023595,0.0704324148977083,-0.0712671167170925,0.0576111897224278,-0.0707584850866571,0.080783817791811,-0.0564522777781119,0.0263166244016464,-0.0550766715034381,0.0411203069904802,-0.036541409907904,-0.1039198221531789,0.0261462939253372,-0.013051162553588,0.0125380241206443,-0.0307333628932092,0.0735676085672361,-0.0044903880231168,-0.0018142060899305,0.0293054188069521,-0.0564866596350366,0.0335980232573638,0.1010465965014967,-0.129594535410119,0.0204601749256525,-0.0063394225760665,0.0215623047983544,0.0062821266000166,0.0122657817066118,-0.0737827491687918,0.0602225363082268,0.0898909664922296,0.0458514267096947,-0.1169018566279487,0.0233999188451012,-0.0439374851287396,-0.1542894392627267,0.086571278293239,-0.0597857942560391,-0.1074378126076419,0.0025554830777698,-0.041345712723305,-0.1372998715483339,0.0461183707511879,-0.1654920974884247,-0.0219286030262883,-0.0324245575742228,-0.0392461586134088,-0.0973073977478291,0.0283553486551573,-0.0419229162626871,-0.0523261327675187,-0.093310679577065,0.1342442082338117,0.0032262207886014,0.0765734296388063,-0.0612894712438338,0.0047308714327048,0.0408238403143782,0.1857845840592553,0.0620805806171101,-0.0107019614183696,-0.0461964048381738,-0.0342877355682297,0.0719624459301562,0.1313289074092165,0.0221607484593679,0.0500515913860324,0.159111551585106,0.009966242960862,0.2174373295094209,0.029963405486204,0.0379256511471284,-0.0601720570513212
17,X18,0.2267683046758044,-0.2019760359952025,-0.2754868647861852,-0.0566073896540946,0.118392062228024,-0.110167228772236,0.1010009369341669,-0.1151631802904224,0.1146007642000162,-0.1408291805515632,-0.1163312708213744,-0.0535129417058681,0.0381476734817189,0.1188010920807974,0.1605539544951855,-0.139738682659958,-0.0356247650082043,0.0860815817385557,-0.0608408505014432,0.023563324552663,-7.012579539707333e-05,0.0130046752941678,0.0266631842836433,-0.0175601127452888,0.0451546020613802,-0.000170274558447,0.0076756840535055,-0.0960377288075052,0.0480711002073168,-0.0623880566379665,0.2656379618862715,0.0692647147628942,0.1929715450399113,0.0672200144183394,0.0948204377160305,0.1062767903612565,-0.0138134384331701,-0.0485707085700245,-0.072218708123036,0.0723483501682762,-0.0393483463728265,-0.0495428323552731,0.0141016878002241,-0.0374572134013927,0.0680074138011826,0.0384746620432874,0.1038726377815571,0.1534362972276794,-0.030156289660804,0.0838068587825142,0.0080222778516838,-0.026610558250313,0.0055754615007124,-0.0907637942749631,-0.0102072791219637,0.0704006577779385,-0.0712570999096363,0.0576207227817954,-0.0708705620415775,0.0809119132248502,-0.0564592497701683,0.0263204929516954,-0.0550815635801035,0.0411116724784655,-0.0364971244965916,-0.1038199745204487,0.0262120007163934,-0.0130975406627497,0.0124194547586493,-0.0308638962802765,0.0735665219706328,-0.0045557983505994,-0.0018170668557686,0.0293249528411161,-0.0564866805062396,0.033600966493735,0.1010502505390391,-0.1295828476056129,0.0204591736922814,-0.0063024906837689,0.0215714962906824,0.0062756289294409,0.0122620777781228,-0.0737769272354041,0.0602052295435863,0.0898880788890161,0.0458474764380447,-0.1169030618504536,0.0234049366376472,-0.0439414434066939,-0.1542947516559199,0.0865768428084234,-0.0598134294479355,-0.1074363410515816,0.0025459018432079,-0.0413042712538353,-0.1372894920586641,0.0461869359808305,-0.1655800480700542,-0.0219125628493926,-0.0324500844013678,-0.0392291577462582,-0.097314273080156,0.0283781775663009,-0.0419174292430577,-0.0523245523907883,-0.0933054678457979,0.1342395902735799,0.003113445823188,0.0765516489453981,-0.061293234331975,0.0048114087290505,0.0096411937889241,-0.8121362200488509,0.0603156808735613,-0.0106965962612926,-0.0461957829664012,-0.0343372307284158,0.071922200064873,0.131354045988729,0.0221334899690239,0.0500567199831105,0.1591102763911591,0.0099627222777658,0.2175485918227624,0.0299330862232099,0.0376778419445734,-0.0601860628722305
18,X19,0.2266797869083666,-0.2020310953919124,-0.2755180706680725,-0.0567243092720916,0.118300410422917,-0.1099941534665389,0.1009830739495183,-0.1152388061494634,0.1146684612695751,-0.1408766149372971,-0.1164248771193981,-0.0535200446587364,0.0381016692466021,0.1189475207331523,0.1609013551868755,-0.1396951842718324,-0.0356282099503199,0.0860999849144589,-0.0608523252012891,0.0235569672793664,-5.60705315181069e-05,0.0130631143028855,0.0266191670552013,-0.0175281954415352,0.0451676388901365,-0.0001670795951947,0.0076829021900154,-0.0960384421729548,0.0480636865524611,-0.0624511767650525,0.2657392430729533,0.0694838837140377,0.1929572155001057,0.0671977903024976,0.0948226984353006,0.1062839426517821,-0.0138688821170589,-0.0485906039176014,-0.0721802408459048,0.072361348214948,-0.0393583155481525,-0.0495521613301147,0.0140999748572698,-0.0374303002475195,0.0680262909687905,0.0384718998225206,0.103874136784648,0.1534304121168277,-0.0300552833191227,0.0838104074789447,0.0080659098327344,-0.0265266460683628,0.0054345267454239,-0.0904837057921652,-0.0101707374369769,0.0704228166551852,-0.0713227859783038,0.0576222397402559,-0.0708761374558545,0.080868822545981,-0.0564775175234839,0.0263216630229909,-0.0550857898447622,0.0411958496621657,-0.0365466876051093,-0.103970224353813,0.0261750940484167,-0.0130390261597435,0.0125277556879765,-0.0308729121400279,0.0735775222653942,-0.0045446274807103,-0.0018473119682991,0.0293854590763656,-0.0564945273751839,0.0336009190308185,0.1010817702847731,-0.1295936115542317,0.0206319025979153,-0.0063118416145331,0.0215463785762177,0.0060722697743317,0.0122721047598859,-0.0737880987134716,0.0601847709264471,0.0901837941418941,0.0458497329956814,-0.1169110368086886,0.02281441367842,-0.0439431046543112,-0.1542994662009958,0.0842725736871704,-1.0517341897394836,-0.1074475085478017,0.0025452904537223,-0.0413361754430812,-0.0557956132889607,0.0461053126420135,-0.1655497780993041,-0.0219884299586928,-0.0324534231406937,-0.0393933228272805,-0.0973202900639894,0.0283597981470021,-0.0419074280644911,-0.0521170199003259,-0.0933118916403982,0.1342537561439398,0.0033711143148229,0.0765890638838318,-0.0612918767721939,0.0047346329280057,0.0408176833673852,0.1857813464778165,0.0621051466131939,-0.0106903008115516,-0.0462009854510117,-0.0343383984399978,0.0719090869563141,0.1313481273896605,0.022139957222199,0.050064814732278,0.1591076745966641,0.0099910111236685,0.21750024956797,0.0298931372623898,0.0379093652348196,-0.0599800717487028
19,X20,0.2267679965915624,-0.7957517349479224,-0.2754110092092669,0.6145863818745185,0.1182896107855709,-0.1101845361590071,0.1011132400205435,-0.0722566143854839,0.1149012585094529,-0.145410544024627,-0.1166691579246665,-0.0535105257662779,0.0399097514927737,0.1190306717266741,0.1597255273627716,-0.1397526995793792,-0.0356658177950794,0.0869139536759108,-0.0608364895789954,0.0235609009362116,-0.0001085371564368,0.0131651731227154,0.0266164127907181,-0.0175003882123633,0.0450354560239444,-0.0001793587668379,0.0076017968426787,-0.0961087109211073,0.0481441918590606,-0.0623477644269764,0.2657105745678674,0.069346890551102,0.1930325507032833,0.0671856512382551,0.0948282609569847,0.1062970898087441,-0.0138071663201126,-0.0485229907070604,-0.0721997481599733,0.0723586103686841,-0.0393774067125647,-0.049553963511229,0.0141062167750797,-0.0374944021061138,0.068020636313739,0.0384649384030902,0.1037528890307446,0.1535322236279063,-0.0301637618366435,0.0838214985916985,0.007989609210565,-0.0265853151389816,0.0055339695836239,-0.0907748436782216,-0.0101990804948322,0.0702487668442085,-0.0711171515571682,0.0576215460231162,-0.0708773165981624,0.0808325178280359,-0.0565192758142248,0.0263216346138473,-0.0550879632840222,0.0413497811712343,-0.0366036531327111,-0.1039524870434304,0.0262462451941033,-0.0130021421587923,0.0124593710895842,-0.0308637447516831,0.0735825246881084,-0.0045031907059796,-0.0017690367673042,0.0293536120422495,-0.0564959932250657,0.0335887497167246,0.1010297612378053,-0.1296414432612705,0.0204756237343343,-0.0066872755975999,0.021572965382606,0.0062763000862017,0.0122537368858222,-0.0737944637263107,0.0602143280596581,0.0899095476437852,0.0458588769933898,-0.1169207679264046,0.0234284869548905,-0.0439507314110171,-0.1543102726720914,0.0865764730110122,-0.0597600672633432,-0.107451218451514,0.0025574759060298,-0.0413495775224647,-0.1372084729229823,0.0460043334934257,-0.1654058742902978,-0.0219284714737325,-0.0324105564833882,-0.0392396436796545,-0.0973304106725301,0.028408833190211,-0.0419356563139105,-0.052342771637802,-0.0933316520099649,0.1342563722861052,0.0032157047593441,0.0765936104442921,-0.0612955450123706,0.0047421271516444,0.0408616854791238,0.1858236073184638,0.0620675154317245,-0.0106994627856025,-0.0461976849182401,-0.0343313621476748,0.0718479144920048,0.1312720659683675,0.0221326562264372,0.0500650774064446,0.1591217604262002,0.0098238592083166,0.2174876764289998,0.0298811801362317,0.0379450573383036,-0.060184065798352
20,X21,0.2267670529967956,-0.2019816476519819,-0.2754814038480317,-0.0565535041691259,0.1183689898390923,-0.1100779373525601,-0.8922025193880596,-0.115116219426715,0.0018310017384095,-0.1409448217461203,-0.1165510696253309,-0.0536116333468322,0.0380796861927195,0.1188171576741108,0.1608817284514142,-0.1396903636459001,-0.0356504824760613,0.0860869870119072,-0.0608678749094665,0.0235539989595966,-3.2122295882926235e-05,0.0131304309309389,0.0265751771643194,-0.0174582661241685,0.0451905744702141,-0.0001637865131025,0.0076395557811673,-0.0960677179661163,0.0480766830404472,-0.0624130564369038,0.2658142593662193,0.0692094745222178,0.1930469460120318,0.0672122099369167,0.0947683797364595,0.1062966157258696,-0.0138334252371851,-0.048617143771981,-0.07219305311556,0.0723633439926878,-0.0393609541031298,-0.0495592378355943,0.0141016029980057,-0.037446776303524,0.0680158677939192,0.0384690731992193,0.1038747561289682,0.1534493583915226,-0.0300845690596393,0.0838123391782263,0.0080772454742415,-0.0267048186576191,0.0055913131560954,-0.0907643262493393,-0.0100861384912624,0.0704145952662276,-0.071414954254863,0.0576424924904382,-0.0708797311022472,0.0807857798835552,-0.0565417787264327,0.0263160946279028,-0.0550873336103694,0.0412240618009999,-0.0363726692079668,-0.1039373295902228,0.0262191301721379,-0.0131367100195296,0.0125866677603496,-0.0308723620920456,0.073583133250288,-0.0045466406223012,-0.0018616217436365,0.0293449520897614,-0.0564953600257852,0.033603402368516,0.1010752445870646,-0.1296063077314105,0.0204626460421452,-0.0062937469141902,0.0215762906322814,0.0062844577013994,0.012237441923892,-0.0737859658373827,0.0602142945818043,0.089896425986707,0.045857002585572,-0.1169132333858228,0.0233767925488299,-0.0439459097011558,-0.154297912222664,0.0865741649860772,-0.0597951410795604,-0.107447483032395,0.0025596078429276,-0.0413617349520006,-0.1371552253626495,0.0460711524704341,-0.1656164935977137,-0.0219568103568046,-0.0323744345740231,-0.0392418904191308,-0.0973247022644195,0.0283694907297857,-0.041936803084844,-0.0523341469817547,-0.0933193606438646,0.1342639124739624,0.0032184110357751,0.0766125469032031,-0.0612910588483427,0.0047320005994053,0.0407841330106963,0.1857930660592757,0.062029997413754,-0.0106897356088687,-0.0462011623113686,-0.0342815365405086,0.0718405017131759,0.131365470987282,0.0221573253446143,0.0500547347740857,0.1591220463202376,0.0099164260297324,0.2175447759742978,0.0299998682218134,0.0379205240263524,-0.059974425291877
